VMV_Code,National_Variable_Code,Variable_Common_Name,Variable_Common_Name_fr,variable_type,Variable_type_fr,measurement_unit,description,Description_fr,National_Method_Code,Method_Title,Method_Title_fr
97594,575,LITHIUM EXTRACTABLE,LITHIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97595,589,MANGANESE EXTRACTABLE,MANGANSE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97596,594,MOLYBDENUM EXTRACTABLE,MOLYBDNE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97597,3489,NIOBIUM EXTRACTABLE,NIOBIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97598,608,NICKEL EXTRACTABLE,NICKEL  EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97599,679,LEAD EXTRACTABLE,PLOMB EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97600,3490,PLATINUM EXTRACTABLE,PLATINE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97601,2844,RUBIDIUM EXTRACTABLE,RUBIDIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97602,764,ANTIMONY EXTRACTABLE,ANTIMOINE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97603,780,SELENIUM EXTRACTABLE,SLNIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97604,811,TIN EXTRACTABLE,TAIN EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97605,820,STRONTIUM EXTRACTABLE,STRONTIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97607,860,THALLIUM EXTRACTABLE,THALLIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97608,2733,URANIUM EXTRACTABLE,URANIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97609,877,VANADIUM EXTRACTABLE,VANADIUM EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97610,886,TUNGSTEN EXTRACTABLE,TUNGSTNE EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97611,888,ZINC EXTRACTABLE,ZINC EXTRACTIBLE,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1917,EXTRACTABLE METALS IN WATER USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),MTAUX EXTRACTIBLES DANS L'EAU PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)
97702,434,COLIFORMS TOTAL,COLIFORMES TOTAUX,BIOLOGICAL,BIOLOGIQUE,NO/100ML,NUMBER PER 100 MILLILITERS,NOMBRE PAR 100 MILLILITRES,1905,MCOLI BLUE METHOD,MTHODE DE DNOMBREMENT DE COLIFORMES AU BLEU DE MTHYLNE
97703,3059,ESCHERICHIA COLI,ESCHERICHIA COLI,BIOLOGICAL,BIOLOGIQUE,NO/100ML,NUMBER PER 100 MILLILITERS,NOMBRE PAR 100 MILLILITRES,1905,MCOLI BLUE METHOD,MTHODE DE DNOMBREMENT DE COLIFORMES AU BLEU DE MTHYLNE
97958,532,FLUORIDE DISSOLVED,FLUORURE DISSOUS,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,1923,"IONS BY ION CHROMATOGRAPHY, DISSOLVED",IONS DISSOUS PAR CHROMATOGRAPHIE IONIQUE
97959,3485,CHLORIDE TOTAL,CHLORURES TOTAUX,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,1922,"IONS BY ION CHROMATOGRAPHY, UNFILTERED SAMPLE","IONS PAR CHROMATOGRAPHIE IONIQUE, CHANTILLON NON-FILTR"
97960,3486,SULPHATE TOTAL,SULFATES TOTAUX,MAJOR IONS,IONS MAJEURS,MG/L,MILLIGRAM PER LITER,MILLIGRAMME PAR LITRE,1922,"IONS BY ION CHROMATOGRAPHY, UNFILTERED SAMPLE","IONS PAR CHROMATOGRAPHIE IONIQUE, CHANTILLON NON-FILTR"
97962,348,SILVER DISSOLVED,ARGENT DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97963,370,ALUMINUM DISSOLVED,ALUMINIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97964,376,ARSENIC DISSOLVED,ARSENIC DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97965,399,BORON DISSOLVED,BORE DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97966,386,BARIUM DISSOLVED,BARYUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97967,391,BERYLLIUM DISSOLVED,BRYLLIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97968,1050,BISMUTH DISSOLVED,BISMUTH DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97969,409,CADMIUM DISSOLVED,CADMIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97970,3327,CERIUM DISSOLVED,CRIUM DISSOUS,RARE EARTH,TERRES RARES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97971,453,COBALT DISSOLVED,COBALT DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97972,460,CHROMIUM DISSOLVED,CHROME DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97973,2634,CESIUM DISSOLVED,CSIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97974,467,COPPER DISSOLVED,CUIVRE DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97975,516,IRON DISSOLVED,FER DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97976,2840,GALLIUM DISSOLVED,GALLIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97977,2842,LANTHANUM DISSOLVED,LANTHANE DISSOUS,RARE EARTH,TERRES RARES,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97978,574,LITHIUM DISSOLVED,LITHIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97979,588,MANGANESE DISSOLVED,MANGANSE DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97980,593,MOLYBDENUM DISSOLVED,MOLYBDNE DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97981,3328,NIOBIUM DISSOLVED,NIOBIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97982,607,NICKEL DISSOLVED,NICKEL  DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97983,678,LEAD DISSOLVED,PLOMB DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97984,3329,PLATINUM DISSOLVED,PLATINE DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97985,2632,RUBIDIUM DISSOLVED,RUBIDIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97986,763,ANTIMONY DISSOLVED,ANTIMOINE DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97987,779,SELENIUM DISSOLVED,SLNIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97988,810,TIN DISSOLVED,TAIN DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97989,819,STRONTIUM DISSOLVED,STRONTIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97991,859,THALLIUM DISSOLVED,THALLIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97992,2729,URANIUM DISSOLVED,URANIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97993,876,VANADIUM DISSOLVED,VANADIUM DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
97994,2700,TUNGSTEN DISSOLVED,TUNGSTNE DISSOUS,METAL,MTAUX,G/L,MICROGRAM PER LITER,MICROGRAMME PAR LITRE,1920,DISSOLVED METALS IN WATER WITH IN-BOTTLE DIGESTION USING INDUCTIVELY COUPLED ARGON PLASMA-SECTOR FIELD MASS SPECTROMETER (ICP-SFMS),"MTAUX DISSOUS DANS L'EAU AVEC DIGESTION ""EN BOUTEILLE"" PAR SPECTROMTRE DE MASSE  CHAMP DE PLASMA DARGON COUPL INDUCTIVEMENT (ICP-SFMS)"
